age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,y
23,blue-collar,single,primary,no,13627,yes,no,,3,jun,281,1,0,no
34,management,married,tertiary,no,5133,yes,no,,8,may,65,1,0,no
34,blue-collar,married,secondary,no,5247,yes,yes,,26,may,193,5,0,no
49,services,married,secondary,no,6114,no,no,cellular,17,nov,283,1,0,no
57,blue-collar,married,primary,no,6592,no,yes,,20,jun,78,4,0,no
59,retired,married,,no,5000,no,no,,8,may,425,6,0,no
57,admin.,married,tertiary,no,5046,no,no,cellular,7,aug,238,2,0,no
34,blue-collar,married,secondary,no,6221,yes,no,cellular,6,may,182,1,8,no
61,management,married,secondary,no,5985,no,no,cellular,18,aug,998,6,0,yes
35,blue-collar,divorced,secondary,no,5000,yes,no,,8,may,477,1,0,no
42,management,married,tertiary,no,5520,no,no,cellular,4,nov,158,1,0,no
57,services,married,tertiary,no,5010,no,no,telephone,8,jul,320,3,0,no
42,blue-collar,married,secondary,no,7157,yes,no,cellular,13,may,149,1,2,no
53,retired,married,secondary,no,11095,yes,yes,cellular,14,may,410,5,0,no
63,retired,married,tertiary,no,5133,yes,no,cellular,13,feb,104,2,0,no
47,self-employed,married,secondary,no,6121,no,no,,20,jun,454,6,0,no
54,services,married,secondary,no,5088,yes,no,,13,may,190,1,0,no
45,admin.,married,secondary,no,5000,no,no,cellular,19,aug,145,10,0,no
28,management,single,tertiary,no,4672,yes,no,telephone,2,feb,318,2,0,no
58,unemployed,married,secondary,no,5610,yes,no,telephone,29,jul,246,2,0,no
48,management,single,tertiary,no,5414,no,no,cellular,21,jul,761,2,0,no
35,management,divorced,tertiary,no,5000,yes,no,telephone,29,oct,171,1,0,yes
37,self-employed,married,tertiary,no,5000,no,no,,6,jun,143,1,0,no
37,blue-collar,married,secondary,no,5685,yes,no,,6,jun,968,1,0,no
37,management,married,primary,no,,no,no,cellular,2,jul,154,1,1,no
25,services,single,secondary,no,4648,no,no,cellular,15,jul,246,1,0,no
58,blue-collar,married,secondary,no,5602,yes,no,cellular,13,may,201,1,0,no
52,management,married,secondary,no,4412,yes,no,cellular,22,jul,81,4,0,no
19,student,single,secondary,no,5302,no,no,cellular,16,jul,205,1,0,yes
59,blue-collar,married,secondary,no,10314,yes,no,cellular,5,may,200,3,0,no
41,technician,married,secondary,no,5064,yes,yes,,8,may,210,2,0,no
34,technician,single,tertiary,no,5632,no,no,cellular,22,aug,215,10,0,no
35,technician,single,secondary,no,10731,yes,no,cellular,4,may,164,2,4,no
41,technician,married,secondary,no,5902,no,no,,16,jun,35,6,0,no
28,blue-collar,single,secondary,no,11307,yes,no,,28,may,615,1,0,no
53,management,divorced,secondary,no,5112,no,yes,cellular,11,aug,246,3,0,no
35,services,married,secondary,no,5000,no,yes,telephone,9,jul,42,1,0,no
33,admin.,single,tertiary,no,5621,no,no,cellular,8,jul,217,1,0,no
37,technician,single,secondary,no,5435,yes,no,,26,may,210,1,0,no
32,technician,married,secondary,no,5782,yes,no,,26,may,116,4,0,no
32,blue-collar,married,secondary,no,5478,yes,no,,3,jun,200,1,0,no
54,services,married,,no,12864,yes,no,,15,may,145,4,0,no
44,blue-collar,married,secondary,no,6910,yes,no,,5,jun,41,1,0,no
36,technician,divorced,tertiary,no,6174,yes,no,cellular,18,nov,192,2,0,no
56,admin.,married,secondary,no,6270,yes,no,cellular,17,nov,80,2,2,no
30,management,single,tertiary,no,5018,no,no,,20,may,121,11,0,no
36,blue-collar,married,secondary,no,5141,yes,no,,23,may,106,3,0,no
43,management,married,tertiary,no,7886,no,no,cellular,20,nov,,1,0,no
40,technician,married,secondary,no,7715,yes,no,,29,may,125,2,0,no
32,technician,single,tertiary,no,6100,yes,yes,cellular,11,aug,67,1,0,no
34,blue-collar,married,secondary,no,5516,yes,yes,,2,jun,26,1,0,no
37,services,married,secondary,no,5001,no,no,,15,may,395,2,0,no
28,admin.,single,secondary,no,5775,no,no,cellular,29,jan,603,2,0,no
35,retired,married,primary,no,5634,no,no,cellular,7,jul,185,2,0,no
53,blue-collar,single,secondary,no,10715,no,no,cellular,28,jan,287,2,0,no
60,admin.,married,,no,6088,yes,no,cellular,26,may,149,1,0,no
40,entrepreneur,married,secondary,no,6532,yes,yes,cellular,18,nov,173,7,0,no
57,retired,married,primary,no,5075,no,no,cellular,28,aug,118,2,0,no
29,technician,single,secondary,no,5103,no,no,,19,may,314,1,0,no
44,blue-collar,married,primary,no,5134,yes,no,cellular,7,may,378,1,0,no
41,admin.,single,secondary,no,5748,no,no,telephone,21,nov,94,7,3,no
47,technician,married,secondary,no,6990,yes,yes,cellular,25,aug,108,4,0,no
43,technician,married,tertiary,no,5192,no,no,cellular,5,aug,203,2,0,no
37,technician,single,secondary,no,5267,no,no,cellular,13,may,121,1,0,no
34,technician,single,tertiary,no,5586,yes,no,,16,may,489,2,0,no
30,blue-collar,single,secondary,no,5648,yes,yes,,8,may,287,1,0,no
57,entrepreneur,divorced,secondary,yes,5025,yes,no,cellular,11,may,652,1,4,no
26,admin.,single,secondary,no,5096,yes,no,cellular,13,may,612,2,3,no
34,management,married,tertiary,no,6116,yes,no,cellular,25,jul,53,5,0,no
46,technician,divorced,secondary,no,4910,no,yes,telephone,17,oct,270,1,0,yes
38,entrepreneur,married,tertiary,no,5170,yes,no,cellular,18,may,442,1,0,yes
37,technician,single,secondary,no,8665,no,no,cellular,12,aug,664,3,0,yes
28,management,single,tertiary,no,7380,no,no,cellular,14,sep,394,2,0,no
57,blue-collar,married,primary,no,5179,no,no,,9,jun,230,3,0,no
39,management,married,tertiary,no,5763,yes,no,cellular,11,may,877,7,2,yes
49,services,married,secondary,no,5320,no,no,telephone,9,feb,,4,0,yes
38,technician,married,secondary,no,6960,yes,no,cellular,21,aug,161,2,0,no
27,blue-collar,married,secondary,no,5818,yes,no,,3,jun,188,5,0,no
30,admin.,married,secondary,no,7678,yes,no,cellular,18,may,23,5,0,no
38,admin.,married,tertiary,no,6980,no,no,cellular,5,aug,176,2,0,no
36,management,married,tertiary,no,6582,no,no,telephone,3,feb,26,2,1,no
38,retired,single,,no,5062,no,no,,19,jun,212,1,0,no
59,housemaid,married,primary,no,5235,no,no,cellular,13,aug,119,2,0,no
37,management,married,tertiary,no,5489,yes,no,cellular,7,aug,205,5,0,no
29,self-employed,married,tertiary,no,8931,yes,no,,3,jun,73,4,0,no
43,blue-collar,married,secondary,no,5699,yes,yes,cellular,20,nov,1258,2,2,yes
33,technician,married,secondary,no,5058,yes,no,telephone,29,aug,57,2,0,no
54,housemaid,divorced,secondary,no,6327,no,no,,5,jun,115,2,0,no
55,services,married,secondary,no,5557,no,no,,19,jun,58,1,0,no
32,technician,single,tertiary,no,5741,yes,no,cellular,11,aug,238,1,0,no
48,management,married,primary,no,8230,yes,no,telephone,20,nov,207,3,0,no
33,management,single,tertiary,no,6439,yes,no,cellular,3,jun,178,2,0,no
46,admin.,married,secondary,no,5120,yes,no,,14,may,20,11,0,no
44,management,married,tertiary,no,6058,no,no,cellular,11,mar,188,3,0,yes
47,blue-collar,married,primary,no,5881,yes,no,cellular,14,may,143,1,2,no
38,technician,married,secondary,no,11728,no,no,cellular,25,nov,232,1,4,yes
80,retired,married,secondary,no,5462,no,no,cellular,7,dec,127,2,0,no
40,self-employed,married,secondary,no,5167,yes,yes,cellular,8,may,380,4,1,no
43,entrepreneur,married,tertiary,no,6574,yes,no,cellular,19,nov,167,3,0,no
32,technician,single,tertiary,no,6625,no,no,cellular,22,may,796,1,1,yes
39,management,married,tertiary,no,5562,no,no,cellular,13,sep,303,2,0,no
33,technician,married,secondary,no,14305,yes,no,cellular,17,apr,407,2,0,no
31,technician,single,secondary,no,5035,no,yes,cellular,16,jul,229,1,0,no
36,management,single,tertiary,no,5000,no,no,cellular,11,aug,108,2,0,no
35,management,single,tertiary,no,7486,yes,no,cellular,25,may,265,1,0,no
25,services,single,secondary,no,5368,no,no,telephone,25,jul,168,1,0,no
33,management,single,secondary,no,6558,yes,no,cellular,17,apr,97,1,0,no
23,blue-collar,single,primary,no,13627,yes,no,cellular,15,may,169,1,1,no
31,management,single,tertiary,no,7590,no,no,cellular,23,sep,103,2,2,no
36,management,married,tertiary,no,5000,yes,yes,,3,jun,599,3,0,no
44,technician,single,tertiary,no,5900,yes,no,cellular,29,jan,322,2,0,no
31,management,single,tertiary,no,5385,yes,no,,21,may,304,1,0,no
55,blue-collar,married,primary,no,6649,yes,no,cellular,12,may,52,3,0,no
51,housemaid,divorced,secondary,no,14228,no,no,cellular,18,jul,655,4,0,yes
36,admin.,married,secondary,no,5000,yes,yes,cellular,9,feb,101,2,0,no
27,unemployed,single,tertiary,no,5001,no,no,cellular,3,feb,65,2,0,no
40,services,married,secondary,no,5771,yes,no,cellular,15,may,173,4,0,no
49,services,married,secondary,no,5280,yes,no,telephone,14,jul,162,3,0,no
59,retired,married,primary,no,5046,no,no,cellular,14,aug,78,2,0,no
32,management,married,tertiary,no,7431,yes,no,cellular,14,may,646,5,0,yes
42,retired,single,tertiary,no,5308,no,no,cellular,30,jan,114,2,0,no
35,management,divorced,tertiary,no,5160,yes,no,,4,jun,141,6,0,no
29,blue-collar,single,secondary,no,5555,yes,no,cellular,15,may,133,4,0,no
29,technician,single,secondary,no,5778,yes,no,,6,jun,,2,0,no
37,blue-collar,single,secondary,no,5048,no,no,cellular,6,may,140,2,0,no
49,admin.,married,primary,no,5169,yes,no,cellular,15,may,82,3,0,no
51,services,divorced,secondary,no,5012,yes,no,cellular,17,nov,150,1,0,no
61,housemaid,married,primary,no,5848,no,no,cellular,27,apr,605,1,1,no
43,management,married,secondary,no,5481,yes,no,telephone,18,nov,164,1,2,no
42,services,married,tertiary,no,,yes,no,cellular,19,nov,36,1,0,no
24,blue-collar,married,secondary,no,4746,yes,yes,,27,may,290,2,0,no
46,self-employed,married,tertiary,no,6148,no,no,telephone,29,jul,104,2,0,no
23,admin.,single,secondary,no,5005,no,no,,12,may,413,1,0,no
26,services,single,secondary,no,5050,yes,no,cellular,12,aug,153,1,0,no
43,blue-collar,divorced,primary,no,5092,yes,no,,15,may,237,2,0,no
35,technician,single,tertiary,no,5470,yes,no,cellular,25,jul,743,13,0,yes
38,technician,married,secondary,no,5000,no,no,cellular,28,aug,82,4,0,no
56,unemployed,divorced,primary,no,5109,no,no,cellular,15,jul,924,4,0,no
31,services,married,secondary,no,5440,yes,no,,17,jun,117,3,0,no
32,management,single,tertiary,no,5000,no,no,cellular,5,feb,550,4,0,yes
28,services,single,secondary,no,7685,no,yes,,24,aug,,1,0,no
26,admin.,divorced,secondary,yes,4997,yes,no,,13,may,181,5,0,no
49,management,married,tertiary,no,12007,no,no,cellular,17,nov,325,2,0,no
33,admin.,married,secondary,no,5220,yes,no,,27,may,345,1,0,no
80,retired,married,primary,no,6548,no,no,cellular,6,aug,331,2,0,no
40,blue-collar,married,secondary,no,5326,yes,yes,cellular,7,jul,112,1,0,no
42,technician,divorced,secondary,no,5000,yes,no,,30,may,115,6,0,no
46,blue-collar,married,secondary,no,5123,no,no,cellular,20,aug,,3,0,no
32,management,single,tertiary,no,5697,no,no,cellular,7,aug,119,1,3,no
37,services,single,tertiary,no,5223,yes,no,,28,may,25,1,0,no
32,student,married,secondary,no,6694,yes,no,cellular,28,jan,929,1,0,no
53,management,married,tertiary,no,9446,yes,no,,14,may,429,1,0,no
39,management,married,tertiary,no,5894,yes,no,cellular,20,apr,491,1,1,no
31,technician,divorced,secondary,no,5202,yes,no,cellular,18,jul,146,1,0,no
34,management,single,tertiary,no,5000,no,no,cellular,21,aug,191,2,0,no
44,technician,married,tertiary,no,6707,no,no,cellular,8,aug,406,3,0,no
35,technician,married,secondary,no,,yes,no,telephone,9,dec,220,2,0,no
39,admin.,married,secondary,no,5406,no,no,cellular,30,jul,253,5,0,no
55,services,married,secondary,no,5096,no,no,telephone,30,jul,340,2,0,no
34,housemaid,married,secondary,no,5000,yes,no,,30,oct,154,1,0,yes
39,technician,married,tertiary,no,4724,no,yes,cellular,11,aug,121,4,0,no
58,retired,married,secondary,no,5413,no,no,cellular,27,aug,104,5,0,no
37,blue-collar,married,primary,no,5655,yes,no,cellular,5,feb,127,2,4,no
56,retired,divorced,primary,no,5694,no,no,cellular,29,jan,144,1,1,yes
32,admin.,single,secondary,no,,yes,no,cellular,19,nov,149,2,0,no
41,technician,single,tertiary,no,6646,yes,no,cellular,4,feb,261,1,6,yes
29,admin.,single,tertiary,no,5014,no,no,cellular,29,sep,87,1,1,no
44,management,married,tertiary,no,12635,no,no,cellular,21,aug,719,5,0,no
24,blue-collar,married,secondary,no,5009,yes,no,,27,may,292,7,0,no
43,management,single,secondary,no,6029,yes,no,,2,jun,145,1,0,no
26,admin.,married,tertiary,no,7855,no,no,cellular,30,mar,52,3,0,no
39,admin.,married,secondary,no,5260,yes,no,cellular,17,apr,146,1,1,no
49,blue-collar,married,secondary,no,7039,yes,no,cellular,6,may,451,1,2,yes
52,blue-collar,divorced,primary,no,4903,yes,yes,,9,may,167,4,0,no
33,blue-collar,married,tertiary,no,6465,no,no,cellular,19,aug,98,4,0,no
30,blue-collar,married,secondary,no,5125,yes,no,,29,may,238,2,0,no
32,technician,single,tertiary,no,5930,no,no,cellular,27,aug,85,7,0,no
27,management,single,tertiary,no,5000,yes,no,cellular,30,jan,323,4,0,no
58,blue-collar,married,primary,no,5073,no,no,,17,jun,116,1,0,no
46,retired,married,primary,no,4965,yes,no,cellular,7,may,304,3,0,no
28,management,single,tertiary,no,6351,no,no,cellular,10,dec,267,1,0,no
39,services,married,primary,no,6601,yes,no,,23,may,201,2,0,no
41,services,married,,no,5088,yes,no,cellular,11,may,105,1,2,no
38,services,married,secondary,no,5435,yes,no,,23,may,193,2,0,no
50,unemployed,divorced,secondary,no,5717,yes,no,cellular,30,jan,113,1,0,no
56,services,married,secondary,no,5705,yes,no,,29,may,151,2,0,no
34,technician,married,secondary,no,6553,no,no,cellular,20,aug,200,2,0,no
33,blue-collar,divorced,secondary,no,4869,yes,no,,16,may,145,1,0,no
61,technician,married,secondary,no,6191,no,no,cellular,21,may,214,4,0,yes
36,admin.,single,secondary,no,5047,no,yes,cellular,9,jul,36,6,0,no
34,technician,married,tertiary,no,5544,yes,yes,cellular,18,nov,58,2,0,no
36,blue-collar,married,secondary,no,5688,yes,no,,6,may,174,2,0,no
45,management,married,tertiary,no,5242,no,no,cellular,30,apr,587,1,0,yes
27,student,single,tertiary,no,5118,no,no,cellular,25,may,112,1,0,no
45,admin.,married,secondary,no,4612,yes,no,cellular,14,jul,175,2,0,no
40,self-employed,married,tertiary,no,6603,no,no,,17,jun,279,1,0,no
36,management,single,secondary,no,6511,yes,no,cellular,16,nov,270,1,0,yes
46,blue-collar,married,primary,no,5147,yes,no,cellular,6,may,116,2,3,no
37,entrepreneur,married,tertiary,no,5836,yes,no,,27,may,129,2,0,no
36,technician,married,secondary,no,5055,yes,no,cellular,13,may,38,2,4,no
37,admin.,married,secondary,no,6123,no,yes,,28,may,138,1,0,no
22,student,single,tertiary,no,5691,no,no,cellular,19,aug,338,1,0,yes
51,services,married,secondary,no,5000,no,yes,,26,jun,565,3,0,no
49,technician,married,secondary,no,,no,no,cellular,13,aug,77,8,0,no
35,management,married,tertiary,no,5552,yes,yes,cellular,19,nov,314,2,1,no
50,housemaid,married,primary,no,5000,no,no,,20,jun,179,2,0,no
31,services,married,tertiary,no,5309,yes,yes,,7,may,294,1,0,no
47,services,single,secondary,no,5033,yes,no,cellular,5,may,298,1,0,no
59,blue-collar,married,secondary,no,5681,yes,no,telephone,14,apr,427,2,0,no
32,blue-collar,married,secondary,no,6787,yes,no,cellular,12,may,87,4,4,no
71,retired,married,tertiary,no,,yes,no,cellular,9,sep,397,1,0,yes
31,management,single,tertiary,no,,no,no,cellular,9,sep,344,1,1,yes
41,blue-collar,married,primary,no,5004,no,no,cellular,23,jul,74,5,0,no
35,blue-collar,married,primary,no,8587,yes,no,,30,may,148,4,0,no
36,management,married,tertiary,no,5254,no,no,,6,jun,161,3,0,no
46,blue-collar,divorced,primary,no,6712,no,no,,19,jun,110,1,0,no
46,blue-collar,married,secondary,no,9855,yes,no,cellular,10,aug,,1,1,no
47,technician,married,tertiary,no,7408,no,no,cellular,12,aug,236,1,1,no
35,management,single,tertiary,no,5252,yes,no,cellular,8,aug,89,2,0,no
37,blue-collar,married,secondary,no,5346,yes,no,cellular,17,apr,390,1,1,no
56,admin.,married,secondary,no,5045,no,no,,5,may,1467,1,0,yes
46,admin.,married,secondary,no,5556,yes,yes,,15,may,646,3,0,yes
44,management,divorced,tertiary,no,4290,yes,no,cellular,10,jul,183,1,0,no
48,technician,single,tertiary,no,4449,yes,no,cellular,11,may,168,2,0,no
28,blue-collar,single,secondary,no,5056,yes,no,,23,may,66,1,0,no
38,entrepreneur,married,tertiary,no,6514,no,yes,cellular,21,nov,160,3,3,no
34,management,single,tertiary,no,5178,yes,no,cellular,15,may,,2,0,no
56,technician,married,secondary,no,5359,yes,no,,6,jun,220,4,0,no
55,retired,divorced,secondary,no,6580,no,yes,,19,jun,1007,1,0,yes
44,blue-collar,divorced,secondary,no,5221,no,no,cellular,30,jul,149,13,0,no
38,technician,married,tertiary,no,6161,yes,no,,8,may,665,1,0,no
53,retired,married,secondary,no,6278,yes,no,telephone,15,jul,174,3,0,no
41,admin.,single,tertiary,no,5982,no,no,cellular,23,jul,105,1,0,no
34,technician,single,secondary,no,5016,no,no,cellular,13,aug,990,1,0,yes
34,management,single,tertiary,no,5001,no,no,cellular,19,nov,582,1,0,no
35,services,married,secondary,no,5128,yes,no,cellular,12,may,136,1,0,no
38,entrepreneur,single,secondary,no,7543,no,no,cellular,10,aug,223,1,4,yes
42,entrepreneur,married,tertiary,no,,no,no,cellular,8,aug,205,2,0,no
56,blue-collar,married,primary,no,5828,yes,no,cellular,14,may,214,1,1,no
37,management,divorced,tertiary,no,5000,yes,no,cellular,11,may,217,6,0,no
47,housemaid,married,secondary,no,8940,yes,no,cellular,9,nov,171,2,5,no
29,blue-collar,married,secondary,no,5125,yes,no,,13,may,50,1,0,no
41,management,married,tertiary,no,5140,yes,no,,5,jun,65,3,0,no
43,technician,single,secondary,no,5593,yes,no,,5,may,55,1,0,no
38,self-employed,married,secondary,no,5746,no,no,,20,jun,256,3,0,no
31,technician,married,secondary,no,5589,yes,yes,,21,may,151,1,0,no
32,management,single,tertiary,no,7343,no,no,cellular,18,jul,226,1,0,no
40,management,married,tertiary,no,5294,yes,no,cellular,23,jul,,5,0,no
45,admin.,married,secondary,no,5644,no,yes,telephone,22,jul,92,1,0,no
43,management,married,secondary,no,4974,yes,no,,16,may,343,1,0,no
27,services,single,secondary,no,8354,yes,no,cellular,14,may,493,5,0,no
33,management,single,tertiary,no,5023,no,no,cellular,20,aug,216,3,0,no
37,admin.,married,secondary,no,5007,yes,no,cellular,27,may,224,7,1,no
60,admin.,married,secondary,no,8735,no,no,cellular,22,dec,190,1,9,yes
51,self-employed,married,,no,7094,no,no,cellular,8,jun,458,6,0,yes
44,blue-collar,married,secondary,no,5508,yes,no,cellular,20,apr,222,1,1,no
48,management,married,,no,5000,yes,no,cellular,8,may,612,1,1,no
57,blue-collar,married,primary,no,5093,yes,no,telephone,17,apr,137,1,0,no
29,technician,single,tertiary,no,5000,yes,no,,7,may,104,2,0,no
50,services,married,secondary,no,,no,no,cellular,25,aug,206,4,0,no
36,services,married,secondary,no,4989,yes,no,cellular,30,jul,172,28,0,no
49,technician,married,tertiary,no,5523,yes,no,cellular,3,mar,152,2,0,yes
49,technician,married,secondary,yes,4926,yes,no,cellular,19,nov,114,1,0,no
35,management,married,tertiary,no,5000,no,no,cellular,11,jul,89,1,0,no
39,technician,single,secondary,no,5122,yes,no,,2,jun,158,1,0,no
34,blue-collar,married,primary,no,5351,no,yes,cellular,14,jul,326,11,0,no
57,self-employed,married,secondary,no,5035,no,yes,,26,jun,215,3,0,no
37,technician,divorced,secondary,no,7610,yes,no,cellular,13,may,53,1,0,no
25,services,single,secondary,no,5064,no,no,cellular,21,jul,71,11,0,no
43,blue-collar,married,primary,no,5060,no,no,cellular,8,may,487,2,2,no
37,blue-collar,married,secondary,no,5342,yes,no,cellular,12,may,340,2,1,no
36,blue-collar,single,tertiary,no,6830,no,no,cellular,14,oct,183,1,11,no
49,management,divorced,tertiary,no,6904,no,yes,cellular,17,nov,131,2,0,no
38,management,single,tertiary,no,,yes,no,telephone,29,jan,208,1,2,no
39,management,divorced,tertiary,no,5026,no,no,,18,jun,311,5,0,no
40,management,married,tertiary,no,5000,no,no,cellular,10,nov,147,1,8,yes
34,admin.,married,secondary,no,5079,yes,no,,23,may,83,1,0,no
39,blue-collar,married,primary,no,7303,yes,no,,17,jun,775,3,0,yes
